Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA114F-3-fine-anm-00541.dat -0.2380 0.2808 -0.2797 0.2523 -0.1510 0.2794 0.0 0.7 1.363 0.4 1.340 16 1.0042 0.55256 0.54454 0.41856 1.32012 1.30097
MA114F-3-fine-anm-00542.dat -0.3293 0.3801 -0.2521 0.2338 -0.1525 0.1501 0.0 0.8 1.284 0.4 1.399 24 0.9874 0.71516 0.47119 0.26700 2.67845 1.76471
MA114F-3-fine-anm-00543.dat -0.3465 0.4043 -0.2611 0.3621 -0.1482 0.1529 0.1 1.0 1.307 0.5 1.391 30 1.0065 0.75918 0.63678 0.30305 2.50509 2.10120
MA114F-3-fine-anm-00544.dat -0.3381 0.3318 -0.2075 0.2809 -0.1738 0.1618 0.0 0.8 1.326 0.4 1.411 26 1.0038 0.69893 0.50197 0.29488 2.37023 1.70230
MA114F-3-fine-anm-00545.dat -0.3020 0.2685 -0.2610 0.2737 -0.1585 0.1420 0.0 0.7 1.243 0.4 1.181 28 1.0244 0.58534 0.55807 0.32406 1.80626 1.72211
MA114F-3-fine-anm-00546.dat -0.3048 0.3085 -0.2462 0.2673 -0.1772 0.1931 0.1 0.8 1.163 0.5 1.129 24 0.9728 0.61729 0.51513 0.38716 1.59439 1.33054
MA114F-3-fine-anm-00547.dat -0.1952 0.2338 -0.2169 0.2094 -0.1738 0.2239 0.0 0.5 1.197 0.4 1.139 22 0.9563 0.48425 0.44427 0.27614 1.75362 1.60887
MA114F-3-fine-anm-00548.dat -0.2624 0.2683 -0.2529 0.2600 -0.2383 0.2261 0.0 0.7 1.233 0.4 1.314 22 1.0092 0.62582 0.44816 0.28085 2.22835 1.59573
MA114F-3-fine-anm-00549.dat -0.2177 0.1877 -0.2504 0.2417 -0.1938 0.2059 0.0 0.6 1.247 0.4 1.227 24 0.9741 0.54210 0.45138 0.28305 1.91523 1.59471
MA114F-3-fine-anm-00550.dat -0.2835 0.2335 -0.2750 0.3166 -0.2080 0.2570 0.1 1.0 1.249 0.5 1.149 30 0.9687 0.66079 0.63473 0.38140 1.73251 1.66419
MA114F-3-fine-anm-00551.dat -0.3337 0.3950 -0.3756 0.3193 -0.1230 0.1133 0.0 0.9 1.403 0.5 1.782 22 0.9766 0.85479 0.57172 0.20809 4.10784 2.74750
MA114F-3-fine-anm-00552.dat -0.2456 0.2402 -0.2935 0.3245 -0.2270 0.2049 0.1 0.9 1.235 0.5 1.120 30 0.9504 0.62407 0.49013 0.42450 1.47012 1.15459
MA114F-3-fine-anm-00553.dat -0.2988 0.3074 -0.2705 0.2881 -0.1828 0.2200 0.0 0.7 1.245 0.4 1.462 22 1.0199 0.76576 0.41898 0.29536 2.59263 1.41852
MA114F-3-fine-anm-00554.dat -0.3468 0.3515 -0.3059 0.3122 -0.1796 0.1873 0.1 1.0 1.228 0.5 1.217 26 0.9657 0.72073 0.58666 0.37662 1.91369 1.55772
MA114F-3-fine-anm-00555.dat -0.3254 0.3287 -0.2284 0.2310 -0.2838 0.3148 0.1 1.0 1.182 0.5 1.185 26 1.0381 0.72647 0.60720 0.38639 1.88016 1.57149
MA114F-3-fine-anm-00556.dat -0.2495 0.2950 -0.2211 0.2154 -0.2416 0.2230 0.0 0.7 1.211 0.4 1.139 26 0.9809 0.58201 0.45058 0.34776 1.67360 1.29569
MA114F-3-fine-anm-00557.dat -0.3052 0.2850 -0.2544 0.2605 -0.2214 0.2133 0.1 0.9 1.194 0.5 1.101 28 0.9536 0.64934 0.56669 0.43841 1.48112 1.29258
MA114F-3-fine-anm-00558.dat -0.4704 0.3072 -0.2029 0.2787 -0.1720 0.1920 0.0 0.8 1.368 0.4 1.624 24 0.9674 0.83920 0.48337 0.29906 2.80615 1.61632
MA114F-3-fine-anm-00560.dat -0.2231 0.2090 -0.2800 0.2606 -0.2032 0.1973 0.0 0.7 1.127 0.4 1.065 22 0.9994 0.54276 0.44784 0.39647 1.36898 1.12959
MA114F-3-fine-anm-00561.dat -0.3694 0.3005 -0.3039 0.3054 -0.1992 0.2023 0.0 0.8 1.271 0.5 1.517 24 0.9666 0.81494 0.38331 0.35810 2.27575 1.07041
