Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA120C-anm-00126.dat -2.9715 2.9348 -2.8991 2.2026 -1.2757 1.5157 34.1 64.6 1.270 4.0 1.341 30 1.0036 6.17518 4.79236 2.86943 2.15206 1.67014
MA120C-anm-00127.dat -2.2246 2.7537 -3.5769 3.6787 -1.5576 1.9231 39.8 73.8 1.309 4.2 1.442 30 1.0031 7.57315 4.75284 2.83110 2.67499 1.67880
MA120C-anm-00128.dat -3.5944 2.3350 -3.2071 3.8248 -1.3040 1.6881 46.4 82.2 1.318 4.5 1.497 30 0.9845 7.34952 5.88942 2.35991 3.11433 2.49562
MA120C-anm-00129.dat -3.0621 2.8964 -2.8685 2.2322 -1.4377 2.4607 40.5 73.7 1.293 4.3 1.344 30 0.9916 6.54301 5.35611 3.56904 1.83327 1.50072
MA120C-anm-00130.dat -1.9098 2.2774 -5.3337 4.6104 -1.1860 1.5158 50.2 92.5 1.407 4.6 2.190 30 0.9938 10.25266 4.06479 2.39350 4.28354 1.69826
MA120C-anm-00131.dat -3.3058 3.6929 -2.0451 2.6200 -1.9103 2.3610 53.1 79.6 1.165 4.7 1.214 30 0.9902 7.05229 4.60207 3.98702 1.76881 1.15426
MA120C-anm-00132.dat -2.1552 1.9516 -3.0529 2.4606 -1.2192 1.4889 24.5 51.5 1.263 3.6 1.379 30 0.9986 5.92093 4.29163 2.54956 2.32233 1.68328
MA120C-anm-00133.dat -3.0348 2.6734 -3.0029 2.9511 -1.9146 1.9101 51.9 79.7 1.183 4.6 1.148 30 1.0027 6.29862 5.85527 4.20446 1.49808 1.39263
MA120C-anm-00134.dat -2.5963 3.0231 -3.5941 3.2665 -1.6078 2.1638 43.6 76.3 1.273 4.4 1.552 30 1.0112 8.59405 4.20118 3.68983 2.32912 1.13858
MA120C-anm-00135.dat -3.9082 3.3006 -2.3925 2.9295 -1.2567 1.5448 43.8 77.5 1.289 4.4 1.433 30 0.9996 7.37915 5.82391 2.70495 2.72802 2.15306
MA120C-anm-00136.dat -2.8566 2.4383 -2.9255 2.3520 -1.5819 1.8452 33.7 65.8 1.305 4.0 1.390 30 0.9694 5.90314 5.81065 2.79754 2.11012 2.07706
MA120C-anm-00137.dat -2.9617 2.7698 -3.1156 2.6821 -2.0159 2.3233 49.5 78.5 1.203 4.6 1.133 30 1.0101 5.93019 5.83087 4.37390 1.35581 1.33311
MA120C-anm-00138.dat -3.5917 3.3832 -2.2269 2.1353 -1.3291 1.1818 27.1 59.7 1.367 3.7 1.744 30 1.0058 7.32561 4.57470 2.03054 3.60772 2.25295
MA120C-anm-00139.dat -2.5138 2.2145 -2.8248 2.9899 -1.7550 2.6193 48.4 74.9 1.166 4.5 1.135 30 0.9994 6.02519 5.36979 4.38461 1.37417 1.22469
